hotspot_id,CHI,CHI_category,hotspot_rank,dominant_junction,dominant_police_station,explainability
HS_89618927667ffff,48.067545491329724,Moderate,436,No Junction,Bellandur,"CHI = 48 | 5.9% Junction, 18.5% Vehicle, 21.1% Violation, 24.6% Density, 22.4% Recurrence, 7.5% Temporal"
HS_8961892ed0fffff,48.06387804378049,Moderate,437,No Junction,Halasur,"CHI = 48 | 5.9% Junction, 19.5% Vehicle, 15.4% Violation, 25.9% Density, 30.0% Recurrence, 3.3% Temporal"
HS_8961892e48fffff,48.054943281566736,Moderate,438,No Junction,Mahadevapura,"CHI = 48 | 5.9% Junction, 19.8% Vehicle, 21.5% Violation, 26.7% Density, 20.4% Recurrence, 5.7% Temporal"
HS_8961892e287ffff,48.00606773032006,Moderate,439,No Junction,K.R. Pura,"CHI = 48 | 5.9% Junction, 15.9% Vehicle, 27.8% Violation, 25.3% Density, 13.1% Recurrence, 12.0% Temporal"
HS_8961892e6cbffff,47.993247769130896,Moderate,440,No Junction,K.R. Pura,"CHI = 48 | 5.9% Junction, 14.9% Vehicle, 29.4% Violation, 25.4% Density, 21.2% Recurrence, 3.1% Temporal"
HS_8960145b327ffff,47.92086719934292,Moderate,441,BTP023 - Mahalaxmi Layout Entrance,Rajajinagar,"CHI = 48 | 29.5% Junction, 18.6% Vehicle, 22.5% Violation, 17.1% Density, 5.0% Recurrence, 7.3% Temporal"
HS_89618924e67ffff,47.91613402763512,Moderate,442,"BTP221 - 15th Cross, 24th Main, JP Nagar",J.P. Nagar,"CHI = 48 | 27.3% Junction, 19.7% Vehicle, 18.8% Violation, 20.0% Density, 10.6% Recurrence, 3.7% Temporal"
HS_89618924ad3ffff,47.83711837823588,Moderate,443,"BTP197 - 9th Cross, 24th Main, JP Nagar",J.P. Nagar,"CHI = 48 | 29.5% Junction, 20.5% Vehicle, 20.9% Violation, 16.8% Density, 7.3% Recurrence, 4.9% Temporal"
HS_896189244d7ffff,47.80831404708065,Moderate,444,No Junction,Electronic City,"CHI = 48 | 5.9% Junction, 17.5% Vehicle, 20.8% Violation, 27.2% Density, 22.4% Recurrence, 6.1% Temporal"
HS_89618924a8bffff,47.79576424663125,Moderate,445,"BTP200 - 15th Cross, 33rd Main, JP Nagar",J.P. Nagar,"CHI = 48 | 29.6% Junction, 18.7% Vehicle, 16.9% Violation, 19.3% Density, 10.1% Recurrence, 5.5% Temporal"
HS_8960145b587ffff,47.78020599066636,Moderate,446,BTP085 - Briyand Circle,Chamarajpet,"CHI = 48 | 29.6% Junction, 15.9% Vehicle, 23.3% Violation, 18.9% Density, 8.4% Recurrence, 3.9% Temporal"
HS_8960145a64bffff,47.7505650591887,Moderate,447,BTP217 - Baleyele Junction,V.V.Puram (C.Pet),"CHI = 48 | 29.6% Junction, 16.8% Vehicle, 16.1% Violation, 23.0% Density, 11.1% Recurrence, 3.5% Temporal"
HS_896189209a3ffff,47.74875632168181,Moderate,448,No Junction,Bellandur,"CHI = 48 | 5.9% Junction, 19.4% Vehicle, 25.3% Violation, 26.0% Density, 19.1% Recurrence, 4.3% Temporal"
HS_8960145b13bffff,47.64626981742462,Moderate,449,BTP018 - Dhobi Ghat Junction,Vijayanagara,"CHI = 48 | 29.6% Junction, 16.6% Vehicle, 21.8% Violation, 16.6% Density, 1.3% Recurrence, 14.1% Temporal"
HS_8961892580bffff,47.64367184791894,Moderate,450,BTP134 - Mico Bande,Adugodi,"CHI = 48 | 29.6% Junction, 15.8% Vehicle, 19.9% Violation, 19.5% Density, 10.1% Recurrence, 5.0% Temporal"
HS_8960145b3d3ffff,47.58231085416254,Moderate,451,No Junction,Malleshwaram,"CHI = 48 | 5.9% Junction, 16.8% Vehicle, 17.0% Violation, 28.8% Density, 26.9% Recurrence, 4.5% Temporal"
HS_8960145a143ffff,47.5401745228888,Moderate,452,BTP098 - Nayandahalli Junction,Byatarayanapura,"CHI = 48 | 21.8% Junction, 19.8% Vehicle, 24.8% Violation, 19.7% Density, 9.0% Recurrence, 5.0% Temporal"
HS_8960145829bffff,47.51986827347465,Moderate,453,No Junction,Rajajinagar,"CHI = 48 | 5.9% Junction, 18.5% Vehicle, 20.5% Violation, 26.3% Density, 24.8% Recurrence, 4.0% Temporal"
HS_8960145a3b3ffff,47.409704576038955,Moderate,454,BTP098 - Nayandahalli Junction,Byatarayanapura,"CHI = 47 | 23.6% Junction, 16.6% Vehicle, 27.3% Violation, 19.3% Density, 6.7% Recurrence, 6.5% Temporal"
HS_8960145a14fffff,47.38102469156312,Moderate,455,BTP098 - Nayandahalli Junction,Byatarayanapura,"CHI = 47 | 26.8% Junction, 19.6% Vehicle, 23.8% Violation, 16.4% Density, 6.7% Recurrence, 6.7% Temporal"
HS_8961892e907ffff,47.35766513188361,Moderate,456,No Junction,Shivajinagar,"CHI = 47 | 10.9% Junction, 14.9% Vehicle, 22.3% Violation, 28.4% Density, 20.0% Recurrence, 3.5% Temporal"
HS_89618925987ffff,47.34582356592879,Moderate,457,"BTP226 - 33rd Cross, 11th Main, Jayanagar",Jayanagara,"CHI = 47 | 29.8% Junction, 21.1% Vehicle, 15.2% Violation, 19.6% Density, 10.1% Recurrence, 4.2% Temporal"
HS_8961892586fffff,47.340159226827524,Moderate,458,BTP122 - Siddapura Junction,Wilson Garden,"CHI = 47 | 24.5% Junction, 16.7% Vehicle, 18.5% Violation, 22.8% Density, 14.1% Recurrence, 3.4% Temporal"
HS_89618925b13ffff,47.3210874009937,Moderate,459,BTP103 - Shanti Nagar TTMC,Wilson Garden,"CHI = 47 | 29.8% Junction, 16.6% Vehicle, 16.8% Violation, 20.5% Density, 13.1% Recurrence, 3.0% Temporal"
HS_8960145b0dbffff,47.298535751604035,Moderate,460,BTP032 - Windsor Circle,High ground,"CHI = 47 | 29.9% Junction, 21.8% Vehicle, 17.0% Violation, 18.9% Density, 9.0% Recurrence, 3.5% Temporal"
HS_89618925acfffff,47.293839948352655,Moderate,461,BTP141 - Palmgroove Junction,Ashok Nagar,"CHI = 47 | 29.9% Junction, 22.4% Vehicle, 29.9% Violation, 2.3% Density, 0.7% Recurrence, 14.9% Temporal"
HS_8960145a063ffff,47.293839948352655,Moderate,462,BTP096 - Gali Anjaneya Temple,Byatarayanapura,"CHI = 47 | 29.9% Junction, 22.4% Vehicle, 29.9% Violation, 2.3% Density, 0.7% Recurrence, 14.9% Temporal"
HS_89601458407ffff,47.293839948352655,Moderate,463,BTP214 - 5th Main Chamrajpet  Junction,Vijayanagara,"CHI = 47 | 29.9% Junction, 22.4% Vehicle, 29.9% Violation, 2.3% Density, 0.7% Recurrence, 14.9% Temporal"
HS_8960145b133ffff,47.26173906965624,Moderate,464,"BTP024 - NPS, Vijayanagar",Vijayanagara,"CHI = 47 | 29.9% Junction, 19.8% Vehicle, 22.1% Violation, 19.1% Density, 5.6% Recurrence, 3.4% Temporal"
HS_89601696697ffff,47.25282152196446,Moderate,465,No Junction,Yelahanka,"CHI = 47 | 6.0% Junction, 17.9% Vehicle, 22.1% Violation, 25.9% Density, 20.8% Recurrence, 7.3% Temporal"
HS_8961892448bffff,47.21146575980917,Moderate,466,No Junction,Electronic City,"CHI = 47 | 6.0% Junction, 16.2% Vehicle, 22.1% Violation, 26.0% Density, 20.8% Recurrence, 8.9% Temporal"
HS_8961892e943ffff,47.156391738185945,Moderate,467,No Junction,Pulikeshinagar(F.Town),"CHI = 47 | 6.0% Junction, 17.5% Vehicle, 18.0% Violation, 26.3% Density, 25.9% Recurrence, 6.5% Temporal"
HS_89618925babffff,47.056480172499484,Moderate,468,BTP184 - Lalbagh West Gate,Wilson Garden,"CHI = 47 | 30.0% Junction, 21.6% Vehicle, 22.5% Violation, 21.5% Density, 1.3% Recurrence, 3.0% Temporal"
HS_8960145b5b3ffff,47.045167520376566,Moderate,469,BTP213 - Royan Circle,Chamarajpet,"CHI = 47 | 30.0% Junction, 17.9% Vehicle, 25.0% Violation, 17.1% Density, 5.6% Recurrence, 4.3% Temporal"
HS_89618924823ffff,47.03213711452431,Moderate,470,No Junction,Thalagattapura,"CHI = 47 | 6.0% Junction, 15.4% Vehicle, 15.9% Violation, 27.5% Density, 30.0% Recurrence, 5.2% Temporal"
HS_8960145b673ffff,46.93665851827408,Moderate,471,No Junction,R.T. Nagar,"CHI = 47 | 6.0% Junction, 18.5% Vehicle, 18.5% Violation, 25.5% Density, 25.5% Recurrence, 6.0% Temporal"
HS_89618925b83ffff,46.89579390453271,Moderate,472,BTP122 - Siddapura Junction,Wilson Garden,"CHI = 47 | 30.1% Junction, 17.2% Vehicle, 15.4% Violation, 22.3% Density, 10.6% Recurrence, 4.5% Temporal"
HS_8960145a653ffff,46.84511456332696,Moderate,473,BTP106 - VV Puram College,V.V.Puram (C.Pet),"CHI = 47 | 30.2% Junction, 18.9% Vehicle, 15.7% Violation, 22.0% Density, 7.3% Recurrence, 5.8% Temporal"
HS_89618925bb7ffff,46.77521571296121,Moderate,474,BTP185 - RV Teachers College,Basavanagudi,"CHI = 47 | 30.2% Junction, 21.9% Vehicle, 17.4% Violation, 21.3% Density, 5.6% Recurrence, 3.6% Temporal"
HS_89601690c77ffff,46.60416251256194,Moderate,475,No Junction,Chikkajala,"CHI = 47 | 6.1% Junction, 22.1% Vehicle, 25.5% Violation, 25.6% Density, 11.6% Recurrence, 9.1% Temporal"
HS_8960169052bffff,46.56321069080761,Moderate,476,No Junction,Chikkajala,"CHI = 47 | 6.1% Junction, 22.5% Vehicle, 21.1% Violation, 26.7% Density, 20.0% Recurrence, 3.5% Temporal"
HS_8960145b19bffff,46.55426589852149,Moderate,477,BTP010 - Rajajinagar Entrance,Magadi Road,"CHI = 47 | 28.4% Junction, 17.3% Vehicle, 18.5% Violation, 19.2% Density, 12.1% Recurrence, 4.5% Temporal"
HS_8961892ed3bffff,46.54195916529644,Moderate,478,No Junction,Halasur,"CHI = 47 | 6.1% Junction, 20.3% Vehicle, 15.9% Violation, 26.2% Density, 27.6% Recurrence, 4.0% Temporal"
HS_8961892e93bffff,46.50680352719691,Moderate,479,No Junction,Shivajinagar,"CHI = 47 | 6.1% Junction, 16.1% Vehicle, 21.1% Violation, 26.5% Density, 26.2% Recurrence, 4.0% Temporal"
HS_8960145b317ffff,46.468417243135974,Moderate,480,"BTP001 - 10th Cross, Dr. Rajkumar Road",Malleshwaram,"CHI = 46 | 30.4% Junction, 20.9% Vehicle, 22.8% Violation, 13.3% Density, 1.9% Recurrence, 10.6% Temporal"
HS_8961892734bffff,46.46833625867041,Moderate,481,No Junction,Bellandur,"CHI = 46 | 6.1% Junction, 17.0% Vehicle, 21.0% Violation, 26.9% Density, 24.0% Recurrence, 5.1% Temporal"
HS_896189209abffff,46.42694236783431,Moderate,482,No Junction,Bellandur,"CHI = 46 | 6.1% Junction, 21.5% Vehicle, 25.7% Violation, 26.6% Density, 15.6% Recurrence, 4.6% Temporal"
HS_8961892e963ffff,46.41267894789908,Moderate,483,No Junction,Pulikeshinagar(F.Town),"CHI = 46 | 6.1% Junction, 18.9% Vehicle, 21.2% Violation, 25.6% Density, 23.6% Recurrence, 4.6% Temporal"
HS_8960145b1bbffff,46.40926684894292,Moderate,484,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,"CHI = 46 | 30.4% Junction, 18.0% Vehicle, 22.0% Violation, 17.7% Density, 5.6% Recurrence, 6.2% Temporal"
HS_89618924ccfffff,46.35149073665939,Moderate,485,No Junction,Hulimavu,"CHI = 46 | 6.1% Junction, 16.6% Vehicle, 17.5% Violation, 28.0% Density, 24.8% Recurrence, 7.1% Temporal"
HS_8960145a65bffff,46.29914290200618,Moderate,486,BTP105 - Shivasankara Circle,V.V.Puram (C.Pet),"CHI = 46 | 30.5% Junction, 17.4% Vehicle, 16.8% Violation, 22.9% Density, 8.4% Recurrence, 4.0% Temporal"
HS_89618925c37ffff,46.297873803038215,Moderate,487,No Junction,Mico Layout,"CHI = 46 | 6.1% Junction, 20.1% Vehicle, 29.3% Violation, 23.5% Density, 15.6% Recurrence, 5.5% Temporal"
HS_8960145b183ffff,46.29574155445241,Moderate,488,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road,"CHI = 46 | 30.5% Junction, 18.4% Vehicle, 26.1% Violation, 15.5% Density, 4.4% Recurrence, 5.1% Temporal"
HS_8961892540bffff,46.25163282454474,Moderate,489,No Junction,Bellandur,"CHI = 46 | 6.1% Junction, 20.9% Vehicle, 18.2% Violation, 27.3% Density, 23.6% Recurrence, 3.8% Temporal"
HS_8961892edd3ffff,46.22746124623342,Moderate,490,No Junction,Jeevanbheemanagar,"CHI = 46 | 6.1% Junction, 21.2% Vehicle, 17.1% Violation, 27.1% Density, 22.4% Recurrence, 6.0% Temporal"
HS_89618925843ffff,46.21899945247494,Moderate,491,BTP132 - Anepalya Junction,Adugodi,"CHI = 46 | 30.6% Junction, 19.9% Vehicle, 17.6% Violation, 19.0% Density, 6.2% Recurrence, 6.8% Temporal"
HS_89618925b53ffff,46.21302988332052,Moderate,492,"BTP101 - Blood Bank Circle, KH Road",Halasuru Gate,"CHI = 46 | 30.6% Junction, 16.3% Vehicle, 22.9% Violation, 18.7% Density, 7.3% Recurrence, 4.2% Temporal"
HS_8960145a15bffff,46.14718499546567,Moderate,493,BTP098 - Nayandahalli Junction,Byatarayanapura,"CHI = 46 | 30.6% Junction, 20.7% Vehicle, 26.0% Violation, 14.6% Density, 2.6% Recurrence, 5.5% Temporal"
HS_8961892ed4fffff,46.118360342192204,Moderate,494,No Junction,Halasur,"CHI = 46 | 6.1% Junction, 19.7% Vehicle, 30.6% Violation, 26.2% Density, 12.6% Recurrence, 4.8% Temporal"
HS_89618925d4bffff,46.06852310325166,Moderate,495,"BTP127 - Sagar Hospital, Jayanagar",Mico Layout,"CHI = 46 | 30.7% Junction, 27.6% Vehicle, 23.0% Violation, 10.7% Density, 2.6% Recurrence, 5.5% Temporal"
HS_8961892ec23ffff,46.06221481388319,Moderate,496,No Junction,Jeevanbheemanagar,"CHI = 46 | 6.1% Junction, 16.8% Vehicle, 19.9% Violation, 28.1% Density, 24.8% Recurrence, 4.4% Temporal"
HS_89618925d57ffff,46.05033368668374,Moderate,497,BTP128 - Gorappanapalya Junction,Jayanagara,"CHI = 46 | 30.7% Junction, 16.9% Vehicle, 27.6% Violation, 10.7% Density, 1.3% Recurrence, 12.9% Temporal"
HS_8961892446bffff,46.036523924394906,Moderate,498,No Junction,Hulimavu,"CHI = 46 | 6.1% Junction, 20.5% Vehicle, 23.0% Violation, 24.1% Density, 18.3% Recurrence, 7.9% Temporal"
HS_8960145900fffff,46.03510876535117,Moderate,499,No Junction,Jalahalli,"CHI = 46 | 6.1% Junction, 21.7% Vehicle, 25.3% Violation, 24.8% Density, 17.4% Recurrence, 4.7% Temporal"
HS_8961892cb27ffff,46.019755182301544,Moderate,500,No Junction,Kodigehalli,"CHI = 46 | 6.1% Junction, 18.3% Vehicle, 23.1% Violation, 25.3% Density, 21.6% Recurrence, 5.5% Temporal"
HS_89601458453ffff,45.97617633863085,Moderate,501,BTP208 - Havanur Circle,Kamakshipalya,"CHI = 46 | 29.4% Junction, 21.0% Vehicle, 19.8% Violation, 17.8% Density, 5.6% Recurrence, 6.3% Temporal"
HS_89601459e03ffff,45.962408908183065,Moderate,502,No Junction,Chikkabanavara,"CHI = 46 | 6.1% Junction, 21.7% Vehicle, 17.2% Violation, 25.2% Density, 24.4% Recurrence, 5.4% Temporal"
HS_8961892e97bffff,45.92758397365624,Moderate,503,No Junction,Pulikeshinagar(F.Town),"CHI = 46 | 6.2% Junction, 19.4% Vehicle, 22.0% Violation, 28.9% Density, 19.6% Recurrence, 3.9% Temporal"
HS_89618925d1bffff,45.9246716997829,Moderate,504,BTP128 - Gorappanapalya Junction,Mico Layout,"CHI = 46 | 30.8% Junction, 16.6% Vehicle, 16.8% Violation, 22.1% Density, 9.5% Recurrence, 4.2% Temporal"
HS_89618924a4bffff,45.90515656187498,Moderate,505,"BTP190 - 36th Cross, 4th Main, Jayanagar",Jayanagara,"CHI = 46 | 30.8% Junction, 15.5% Vehicle, 16.9% Violation, 25.6% Density, 7.9% Recurrence, 3.3% Temporal"
HS_89618924a53ffff,45.882584787283456,Moderate,506,"BTP177 - Aurobindo Circle, ORR",Jayanagara,"CHI = 46 | 30.8% Junction, 23.1% Vehicle, 18.6% Violation, 15.6% Density, 6.7% Recurrence, 5.1% Temporal"
HS_89618925a3bffff,45.83214430050956,Moderate,507,BTP172 - Nanjappa Circle,Ashok Nagar,"CHI = 46 | 30.8% Junction, 19.3% Vehicle, 16.7% Violation, 20.4% Density, 5.6% Recurrence, 7.2% Temporal"
HS_8960145b367ffff,45.75900044764858,Moderate,508,No Junction,Rajajinagar,"CHI = 46 | 6.2% Junction, 20.0% Vehicle, 22.5% Violation, 24.7% Density, 23.2% Recurrence, 3.4% Temporal"
HS_89618925943ffff,45.7547986749234,Moderate,509,No Junction,Wilson Garden,"CHI = 46 | 13.7% Junction, 22.0% Vehicle, 16.8% Violation, 24.3% Density, 17.8% Recurrence, 5.3% Temporal"
HS_8961892cb8bffff,45.754656326510876,Moderate,510,No Junction,Kodigehalli,"CHI = 46 | 6.2% Junction, 21.7% Vehicle, 20.8% Violation, 24.5% Density, 20.0% Recurrence, 6.9% Temporal"
HS_8960145b46fffff,45.722274356885684,Moderate,511,BTP054 - Shivananda Circle,High ground,"CHI = 46 | 30.9% Junction, 22.8% Vehicle, 17.3% Violation, 18.6% Density, 4.4% Recurrence, 6.0% Temporal"
HS_8960145b4c3ffff,45.64940710541938,Moderate,512,BTP042 - Minsk Square Junction (CTO),Cubbon Park,"CHI = 46 | 30.9% Junction, 18.7% Vehicle, 22.8% Violation, 17.3% Density, 6.2% Recurrence, 4.2% Temporal"
HS_89601690577ffff,45.6343713864332,Moderate,513,No Junction,Chikkajala,"CHI = 46 | 6.2% Junction, 23.1% Vehicle, 22.7% Violation, 27.0% Density, 17.8% Recurrence, 3.2% Temporal"
HS_8961892e9b3ffff,45.62971022256053,Moderate,514,BTP051 - Safina Plaza Junction,Shivajinagar,"CHI = 46 | 25.7% Junction, 20.8% Vehicle, 19.6% Violation, 18.0% Density, 7.3% Recurrence, 8.6% Temporal"
HS_89601459557ffff,45.600666993136706,Moderate,515,No Junction,Yeshwanthpura,"CHI = 46 | 6.2% Junction, 17.5% Vehicle, 17.5% Violation, 27.9% Density, 26.9% Recurrence, 3.9% Temporal"
HS_8960145b36bffff,45.58354676847174,Moderate,516,No Junction,Yeshwanthpura,"CHI = 46 | 6.2% Junction, 20.0% Vehicle, 22.9% Violation, 24.1% Density, 15.6% Recurrence, 11.2% Temporal"
HS_89618920957ffff,45.5787727188465,Moderate,517,No Junction,HAL Old Airport,"CHI = 46 | 6.2% Junction, 17.9% Vehicle, 22.8% Violation, 26.7% Density, 20.4% Recurrence, 6.0% Temporal"
HS_8960145862fffff,45.56601039935041,Moderate,518,No Junction,Rajajinagar,"CHI = 46 | 6.2% Junction, 19.3% Vehicle, 26.1% Violation, 24.8% Density, 18.7% Recurrence, 4.9% Temporal"
HS_89618925a63ffff,45.56057480565999,Moderate,519,"BTP099 - Cash Pharmacy, Residency Road",Ashok Nagar,"CHI = 46 | 31.0% Junction, 17.9% Vehicle, 24.9% Violation, 18.0% Density, 4.4% Recurrence, 3.8% Temporal"
HS_896189251a7ffff,45.54917591489574,Moderate,520,No Junction,Adugodi,"CHI = 46 | 6.2% Junction, 21.3% Vehicle, 18.4% Violation, 26.2% Density, 23.6% Recurrence, 4.3% Temporal"
HS_89618920907ffff,45.4950618810981,Moderate,521,No Junction,HAL Old Airport,"CHI = 45 | 6.2% Junction, 21.9% Vehicle, 27.4% Violation, 27.3% Density, 13.6% Recurrence, 3.5% Temporal"
HS_8960145a393ffff,45.41156287432064,Moderate,522,No Junction,Byatarayanapura,"CHI = 45 | 9.8% Junction, 18.8% Vehicle, 26.0% Violation, 24.9% Density, 14.6% Recurrence, 5.9% Temporal"
HS_89618925d47ffff,45.40298408613948,Moderate,523,"BTP127 - Sagar Hospital, Jayanagar",Jayanagara,"CHI = 45 | 31.1% Junction, 15.6% Vehicle, 31.1% Violation, 6.0% Density, 0.7% Recurrence, 15.6% Temporal"
HS_8960145a687ffff,45.39055447607207,Moderate,524,No Junction,Basavanagudi,"CHI = 45 | 6.2% Junction, 19.8% Vehicle, 17.7% Violation, 28.1% Density, 25.1% Recurrence, 3.1% Temporal"
HS_8961892e4a7ffff,45.39018710062599,Moderate,525,No Junction,HAL Old Airport,"CHI = 45 | 6.2% Junction, 20.7% Vehicle, 23.5% Violation, 26.2% Density, 19.6% Recurrence, 3.9% Temporal"
HS_8960145b3dbffff,45.37102895208767,Moderate,526,No Junction,Malleshwaram,"CHI = 45 | 6.2% Junction, 20.1% Vehicle, 20.2% Violation, 26.3% Density, 24.0% Recurrence, 3.2% Temporal"
HS_8960145b467ffff,45.35905444479534,Moderate,527,BTP053 - Three Let Junction,High ground,"CHI = 45 | 31.1% Junction, 17.0% Vehicle, 21.4% Violation, 20.3% Density, 6.2% Recurrence, 4.0% Temporal"
HS_896189240cbffff,45.35816504829276,Moderate,528,No Junction,HSR Layout,"CHI = 45 | 6.2% Junction, 19.5% Vehicle, 22.4% Violation, 27.4% Density, 19.1% Recurrence, 5.3% Temporal"
HS_8961892e3b3ffff,45.31981605934844,Moderate,529,No Junction,Banaswadi,"CHI = 45 | 6.2% Junction, 21.8% Vehicle, 21.2% Violation, 23.1% Density, 15.1% Recurrence, 12.6% Temporal"
HS_8960145904fffff,45.196266834338495,Moderate,530,No Junction,Jalahalli,"CHI = 45 | 6.3% Junction, 18.6% Vehicle, 17.8% Violation, 26.7% Density, 25.5% Recurrence, 5.2% Temporal"
HS_89618924c5bffff,45.159598196520044,Moderate,531,No Junction,J.P. Nagar,"CHI = 45 | 6.3% Junction, 16.7% Vehicle, 22.1% Violation, 25.5% Density, 24.8% Recurrence, 4.6% Temporal"
HS_8960145b24fffff,45.13484572672726,Moderate,532,No Junction,Kodigehalli,"CHI = 45 | 6.3% Junction, 18.9% Vehicle, 22.3% Violation, 26.7% Density, 21.2% Recurrence, 4.6% Temporal"
HS_89618924a8fffff,45.1150705589729,Moderate,533,"BTP161 - 15th Cross, 35th Main, JP Nagar",J.P. Nagar,"CHI = 45 | 31.3% Junction, 18.6% Vehicle, 24.0% Violation, 17.2% Density, 5.0% Recurrence, 3.9% Temporal"
HS_8960145b5a7ffff,45.06546254936124,Moderate,534,BTP091 - Sirsi Circle,Chamarajpet,"CHI = 45 | 31.3% Junction, 20.1% Vehicle, 16.4% Violation, 21.4% Density, 7.3% Recurrence, 3.5% Temporal"
HS_89618925b93ffff,45.05715486986532,Moderate,535,BTP122 - Siddapura Junction,Wilson Garden,"CHI = 45 | 31.3% Junction, 18.0% Vehicle, 16.5% Violation, 20.8% Density, 9.0% Recurrence, 4.4% Temporal"
HS_89601459053ffff,44.9506412020876,Moderate,536,No Junction,Jalahalli,"CHI = 45 | 6.3% Junction, 18.4% Vehicle, 20.6% Violation, 27.9% Density, 23.6% Recurrence, 3.2% Temporal"
HS_8961892e167ffff,44.9451779679004,Moderate,537,No Junction,Banaswadi,"CHI = 45 | 6.3% Junction, 16.7% Vehicle, 19.0% Violation, 27.0% Density, 20.0% Recurrence, 11.0% Temporal"
HS_8961892ec87ffff,44.94220417479306,Moderate,538,No Junction,Jeevanbheemanagar,"CHI = 45 | 6.3% Junction, 21.6% Vehicle, 24.9% Violation, 26.1% Density, 16.5% Recurrence, 4.7% Temporal"
HS_8960145a487ffff,44.938019417135585,Moderate,539,BTP158 - Devegowda Petrol Bunk,Banashankari,"CHI = 45 | 31.4% Junction, 16.7% Vehicle, 23.6% Violation, 13.8% Density, 1.9% Recurrence, 12.6% Temporal"
HS_89601459523ffff,44.92728305899807,Moderate,540,No Junction,Yeshwanthpura,"CHI = 45 | 6.3% Junction, 17.0% Vehicle, 20.5% Violation, 25.9% Density, 23.6% Recurrence, 6.7% Temporal"
HS_89618925da7ffff,44.83070295249893,Moderate,541,"BTP197 - 9th Cross, 24th Main, JP Nagar",J.P. Nagar,"CHI = 45 | 27.6% Junction, 22.4% Vehicle, 23.6% Violation, 16.4% Density, 1.9% Recurrence, 8.0% Temporal"
HS_8960145a6cbffff,44.81123721761933,Moderate,542,BTP106 - VV Puram College,V.V.Puram (C.Pet),"CHI = 45 | 31.5% Junction, 18.1% Vehicle, 19.0% Violation, 20.4% Density, 7.9% Recurrence, 3.2% Temporal"
HS_8961892446fffff,44.792061870428086,Moderate,543,No Junction,Hulimavu,"CHI = 45 | 6.3% Junction, 17.8% Vehicle, 23.6% Violation, 26.8% Density, 18.7% Recurrence, 6.7% Temporal"
HS_89618925533ffff,44.768701935224456,Moderate,544,No Junction,HSR Layout,"CHI = 45 | 6.3% Junction, 16.9% Vehicle, 19.5% Violation, 26.3% Density, 25.5% Recurrence, 5.4% Temporal"
HS_89601459477ffff,44.699191557116315,Moderate,545,No Junction,Yeshwanthpura,"CHI = 45 | 6.3% Junction, 18.9% Vehicle, 25.3% Violation, 27.6% Density, 17.8% Recurrence, 4.1% Temporal"
HS_8960145969bffff,44.696140298285236,Moderate,546,No Junction,Kodigehalli,"CHI = 45 | 6.3% Junction, 19.7% Vehicle, 22.3% Violation, 26.7% Density, 19.6% Recurrence, 5.3% Temporal"
HS_8961892edc3ffff,44.680481699331295,Moderate,547,No Junction,Jeevanbheemanagar,"CHI = 45 | 6.3% Junction, 22.8% Vehicle, 16.5% Violation, 27.0% Density, 22.1% Recurrence, 5.3% Temporal"
HS_8960145a147ffff,44.67116585910079,Moderate,548,No Junction,Byatarayanapura,"CHI = 45 | 6.3% Junction, 17.3% Vehicle, 23.5% Violation, 28.0% Density, 17.4% Recurrence, 7.5% Temporal"
HS_89618925837ffff,44.65159622612915,Moderate,549,No Junction,Wilson Garden,"CHI = 45 | 6.3% Junction, 18.1% Vehicle, 16.3% Violation, 26.3% Density, 29.6% Recurrence, 3.4% Temporal"
