spatiotemporal_hotspot_id,temporal_block,violation_count,dominant_junction,dominant_vehicle_type,dominant_violation_type,dominant_police_station
896189258cfffff_Night_21-07,Night (21-07),26,BTP133 - Adugodi Junction,TWO_WHEELER,NO PARKING,Adugodi
89618927327ffff_Night_21-07,Night (21-07),26,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
8961892e0c3ffff_Night_21-07,Night (21-07),26,No Junction,CAR_JEEP,NO PARKING,Mahadevapura
8961892e1d3ffff_Night_21-07,Night (21-07),26,No Junction,TWO_WHEELER,PARKING OPPOSITE TO ANOTHER PARKED VEHICLE,Banaswadi
8960145b453ffff_Night_21-07,Night (21-07),26,BTP173 - TMC,CAR_JEEP,WRONG PARKING,Shivajinagar
8960145809bffff_Night_21-07,Night (21-07),26,No Junction,TWO_WHEELER,NO PARKING,Kamakshipalya
89618925987ffff_Night_21-07,Night (21-07),26,"BTP226 - 33rd Cross, 11th Main, Jayanagar",CAR_JEEP,NO PARKING,Jayanagara
8961892ebabffff_Night_21-07,Night (21-07),26,No Junction,TWO_WHEELER,WRONG PARKING,Pulikeshinagar(F.Town)
8960145b467ffff_Night_21-07,Night (21-07),26,BTP053 - Three Let Junction,AUTO_RICKSHAW,WRONG PARKING,High ground
8961892e0bbffff_Evening_Rush_16-21,Evening Rush (16-21),26,No Junction,TWO_WHEELER,WRONG PARKING,Mahadevapura
8961892ed2fffff_Morning_Rush_07-10,Morning Rush (07-10),26,No Junction,TWO_WHEELER,WRONG PARKING,Halasur
89618924277ffff_Night_21-07,Night (21-07),26,No Junction,CAR_JEEP,NO PARKING,HSR Layout
8960145913bffff_Evening_Rush_16-21,Evening Rush (16-21),26,No Junction,AUTO_RICKSHAW,NO PARKING,Peenya
8961892440bffff_Evening_Rush_16-21,Evening Rush (16-21),26,No Junction,CAR_JEEP,WRONG PARKING,Hulimavu
89618925c4fffff_Night_21-07,Night (21-07),26,No Junction,CAR_JEEP,NO PARKING,Adugodi
8961892e44fffff_Night_21-07,Night (21-07),26,No Junction,CAR_JEEP,WRONG PARKING,Mahadevapura
8960145b323ffff_Morning_Rush_07-10,Morning Rush (07-10),26,BTP023 - Mahalaxmi Layout Entrance,CAR_JEEP,WRONG PARKING,Malleshwaram
89618925cb3ffff_Night_21-07,Night (21-07),26,"BTP164 - 29th Main Road, BTM Layout",TWO_WHEELER,WRONG PARKING,Mico Layout
89601451207ffff_Night_21-07,Night (21-07),26,No Junction,TWO_WHEELER,NO PARKING,Kengeri
89618921d87ffff_Night_21-07,Night (21-07),26,No Junction,CAR_JEEP,NO PARKING,Whitefield
89618925b87ffff_Evening_Rush_16-21,Evening Rush (16-21),26,No Junction,TWO_WHEELER,NO PARKING,Wilson Garden
8960145a3afffff_Night_21-07,Night (21-07),26,No Junction,CAR_JEEP,NO PARKING,Byatarayanapura
89618924653ffff_Night_21-07,Night (21-07),26,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
89618921d1bffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Whitefield
8960145b10fffff_Morning_Rush_07-10,Morning Rush (07-10),25,"BTP170 - Dr. Bheem Rao Palace, Chord Road",CAR_JEEP,WRONG PARKING,Vijayanagara
8960145b133ffff_Night_21-07,Night (21-07),25,"BTP024 - NPS, Vijayanagar",CAR_JEEP,WRONG PARKING,Vijayanagara
896014514d3ffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,WRONG PARKING,Thalagattapura
8960169046fffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
89618925c57ffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,WRONG PARKING,Adugodi
8961892729bffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,WRONG PARKING,Bellandur
896014595b7ffff_Night_21-07,Night (21-07),25,No Junction,LIGHT_COMMERCIAL,NO PARKING,Rajajinagar
8960145a22fffff_Morning_Rush_07-10,Morning Rush (07-10),25,"BTP016 - 5th Main Road, RPC Layout",TWO_WHEELER,WRONG PARKING,Vijayanagara
89618925c6bffff_Evening_Rush_16-21,Evening Rush (16-21),25,BTP135 - UCO Bank Junction,TWO_WHEELER,NO PARKING,Adugodi
89618925a7bffff_Evening_Rush_16-21,Evening Rush (16-21),25,No Junction,CAR_JEEP,NO PARKING,Ashok Nagar
89618921ac7ffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,WRONG PARKING,Mahadevapura
89618925e87ffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,NO PARKING,Adugodi
8961892586bffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,WRONG PARKING,Wilson Garden
89601459527ffff_Night_21-07,Night (21-07),25,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Yeshwanthpura
89618924e97ffff_Night_21-07,Night (21-07),25,No Junction,TWO_WHEELER,WRONG PARKING,Hulimavu
8961892530fffff_Night_21-07,Night (21-07),25,No Junction,LIGHT_COMMERCIAL,NO PARKING,Jeevanbheemanagar
8961892c9b7ffff_Morning_Rush_07-10,Morning Rush (07-10),25,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8960145a143ffff_Night_21-07,Night (21-07),25,BTP098 - Nayandahalli Junction,CAR_JEEP,WRONG PARKING,Byatarayanapura
8960145b1b7ffff_Evening_Rush_16-21,Evening Rush (16-21),25,BTP069 - MC Circle,TWO_WHEELER,WRONG PARKING,Vijayanagara
8961892c503ffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,WRONG PARKING,Hennuru
8960145844bffff_Evening_Rush_16-21,Evening Rush (16-21),25,BTP208 - Havanur Circle,TWO_WHEELER,WRONG PARKING,Vijayanagara
89601459347ffff_Night_21-07,Night (21-07),25,No Junction,TWO_WHEELER,WRONG PARKING,Jalahalli
8960145b2a7ffff_Evening_Rush_16-21,Evening Rush (16-21),25,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram
89618925217ffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
89618920ac3ffff_Morning_Rush_07-10,Morning Rush (07-10),25,No Junction,CAR_JEEP,NO PARKING,Whitefield
8961892400bffff_Night_21-07,Night (21-07),25,No Junction,CAR_JEEP,WRONG PARKING,Hulimavu
8960145917bffff_Evening_Rush_16-21,Evening Rush (16-21),24,No Junction,TWO_WHEELER,NO PARKING,Jalahalli
8960145b5dbffff_Morning_Rush_07-10,Morning Rush (07-10),24,BTP038 - Mysore Bank Junction,TWO_WHEELER,WRONG PARKING,Upparpet
89618927357ffff_Night_21-07,Night (21-07),24,No Junction,CAR_JEEP,WRONG PARKING,Bellandur
8961892ce8bffff_Office_Hours_10-16,Office Hours (10-16),24,No Junction,TWO_WHEELER,NO PARKING,Hennuru
896189252afffff_Night_21-07,Night (21-07),24,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,Jeevanbheemanagar
89601459e17ffff_Morning_Rush_07-10,Morning Rush (07-10),24,No Junction,TWO_WHEELER,NO PARKING,Chikkabanavara
8960145b587ffff_Night_21-07,Night (21-07),24,BTP085 - Briyand Circle,HEAVY_COMMERCIAL,WRONG PARKING,Chamarajpet
8961892cb67ffff_Night_21-07,Night (21-07),24,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
896189242c3ffff_Morning_Rush_07-10,Morning Rush (07-10),24,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout
8961892580bffff_Night_21-07,Night (21-07),24,BTP134 - Mico Bande,TWO_WHEELER,NO PARKING,Adugodi
8961892ebc7ffff_Evening_Rush_16-21,Evening Rush (16-21),24,No Junction,TWO_WHEELER,WRONG PARKING,Pulikeshinagar(F.Town)
8961892cb1bffff_Night_21-07,Night (21-07),24,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
89618925c23ffff_Night_21-07,Night (21-07),24,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Mico Layout
89601458463ffff_Night_21-07,Night (21-07),24,No Junction,CAR_JEEP,WRONG PARKING,Kamakshipalya
89618924b63ffff_Morning_Rush_07-10,Morning Rush (07-10),24,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,K.S. Layout
8961892591bffff_Night_21-07,Night (21-07),24,BTP218 - Syndicate Bank Junction,TWO_WHEELER,WRONG PARKING,Jayanagara
8961892ed03ffff_Night_21-07,Night (21-07),24,No Junction,CAR_JEEP,NO PARKING,Halasur
89601459563ffff_Morning_Rush_07-10,Morning Rush (07-10),24,No Junction,CAR_JEEP,WRONG PARKING,Yeshwanthpura
8960145b00fffff_Morning_Rush_07-10,Morning Rush (07-10),24,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram
896014595cfffff_Night_21-07,Night (21-07),24,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Yeshwanthpura
8960145b0dbffff_Night_21-07,Night (21-07),24,BTP032 - Windsor Circle,CAR_JEEP,NO PARKING,High ground
8960145840bffff_Night_21-07,Night (21-07),24,No Junction,TWO_WHEELER,WRONG PARKING,Kamakshipalya
8960145a6cfffff_Night_21-07,Night (21-07),24,BTP215 - Vanivillas Junction,TWO_WHEELER,NO PARKING,V.V.Puram (C.Pet)
89618921d4bffff_Night_21-07,Night (21-07),24,No Junction,CAR_JEEP,NO PARKING,Whitefield
89618925d9bffff_Morning_Rush_07-10,Morning Rush (07-10),24,No Junction,TWO_WHEELER,NO PARKING,Mico Layout
8960145b1b7ffff_Morning_Rush_07-10,Morning Rush (07-10),23,BTP069 - MC Circle,TWO_WHEELER,WRONG PARKING,Vijayanagara
89618925dd7ffff_Night_21-07,Night (21-07),23,No Junction,TWO_WHEELER,NO PARKING,Mico Layout
89618925c7bffff_Morning_Rush_07-10,Morning Rush (07-10),23,BTP140 - Madiwala Check Post,TWO_WHEELER,NO PARKING,Adugodi
89618920973ffff_Evening_Rush_16-21,Evening Rush (16-21),23,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
89601690143ffff_Night_21-07,Night (21-07),23,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
89618924a3bffff_Night_21-07,Night (21-07),23,"BTP117 - 9th Cross, Kanakapura Road",TWO_WHEELER,NO PARKING,K.S. Layout
8961892e84fffff_Night_21-07,Night (21-07),23,No Junction,TWO_WHEELER,NO PARKING,Banaswadi
89601459583ffff_Night_21-07,Night (21-07),23,No Junction,CAR_JEEP,WRONG PARKING,Rajajinagar
8960145a2dbffff_Night_21-07,Night (21-07),23,BTP091 - Sirsi Circle,CAR_JEEP,NO PARKING,Magadi Road
8960145a213ffff_Night_21-07,Night (21-07),23,"BTP093 - Toll Gate, Mysore Road",CAR_JEEP,NO PARKING,Magadi Road
8960145a32bffff_Evening_Rush_16-21,Evening Rush (16-21),23,No Junction,CAR_JEEP,NO PARKING,Byatarayanapura
8961892c5abffff_Night_21-07,Night (21-07),23,No Junction,CAR_JEEP,WRONG PARKING,Banaswadi
8960145a12fffff_Night_21-07,Night (21-07),23,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,Jnanabharathi
8961892736fffff_Night_21-07,Night (21-07),23,No Junction,TWO_WHEELER,NO PARKING,Bellandur
89601459e17ffff_Night_21-07,Night (21-07),23,No Junction,CAR_JEEP,WRONG PARKING,Chikkabanavara
89601459e0bffff_Night_21-07,Night (21-07),23,No Junction,CAR_JEEP,NO PARKING,Chikkabanavara
8961892ed77ffff_Evening_Rush_16-21,Evening Rush (16-21),23,No Junction,CAR_JEEP,NO PARKING,Halasur
8961892422fffff_Morning_Rush_07-10,Morning Rush (07-10),23,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
89618920b23ffff_Night_21-07,Night (21-07),23,No Junction,TWO_WHEELER,NO PARKING,HAL Old Airport
89618924a0fffff_Night_21-07,Night (21-07),23,"BTP117 - 9th Cross, Kanakapura Road",CAR_JEEP,NO PARKING,Jayanagara
8961892e687ffff_Night_21-07,Night (21-07),23,No Junction,CAR_JEEP,WRONG PARKING,Mahadevapura
8961892487bffff_Night_21-07,Night (21-07),23,No Junction,CAR_JEEP,NO PARKING,K.S. Layout
89618925423ffff_Night_21-07,Night (21-07),23,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
896189262abffff_Night_21-07,Night (21-07),22,No Junction,TWO_WHEELER,NO PARKING,Electronic City
8961892e673ffff_Night_21-07,Night (21-07),22,No Junction,TWO_WHEELER,WRONG PARKING,K.R. Pura
8960145851bffff_Night_21-07,Night (21-07),22,No Junction,CAR_JEEP,WRONG PARKING,Jnanabharathi
8960145b0b3ffff_Night_21-07,Night (21-07),22,No Junction,CAR_JEEP,NO PARKING,Sheshadripuram
89601459e87ffff_Evening_Rush_16-21,Evening Rush (16-21),22,No Junction,AUTO_RICKSHAW,WRONG PARKING,Peenya
8961892e12bffff_Night_21-07,Night (21-07),22,No Junction,TWO_WHEELER,WRONG PARKING,Banaswadi
8960145b36bffff_Night_21-07,Night (21-07),22,No Junction,AUTO_RICKSHAW,WRONG PARKING,Yeshwanthpura
89618925963ffff_Night_21-07,Night (21-07),22,"BTP186 - 9th Cross, 4th Main, Jayanagar",CAR_JEEP,NO PARKING,Basavanagudi
8961892ea37ffff_Night_21-07,Night (21-07),22,No Junction,TWO_WHEELER,NO PARKING,Banaswadi
8960145b19bffff_Night_21-07,Night (21-07),22,BTP010 - Rajajinagar Entrance,TWO_WHEELER,NO PARKING,Magadi Road
89618924a8bffff_Night_21-07,Night (21-07),22,"BTP200 - 15th Cross, 33rd Main, JP Nagar",CAR_JEEP,NO PARKING,J.P. Nagar
8960145a6a3ffff_Night_21-07,Night (21-07),22,No Junction,TWO_WHEELER,WRONG PARKING,Basavanagudi
89618920b03ffff_Evening_Rush_16-21,Evening Rush (16-21),22,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
89618925d2fffff_Night_21-07,Night (21-07),22,No Junction,CAR_JEEP,WRONG PARKING,Jayanagara
8960145b3b7ffff_Evening_Rush_16-21,Evening Rush (16-21),22,BTP008 - Navarang Theatre,TWO_WHEELER,WRONG PARKING,Malleshwaram
896189253c3ffff_Night_21-07,Night (21-07),22,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar
8961892582bffff_Morning_Rush_07-10,Morning Rush (07-10),22,"BTP123 - 10th Cross, Wilson Garden",TWO_WHEELER,NO PARKING,Wilson Garden
89618925b73ffff_Evening_Rush_16-21,Evening Rush (16-21),22,"BTP168 - MSR Building, JC Road",LIGHT_COMMERCIAL,NO PARKING,Halasuru Gate
896189258d7ffff_Night_21-07,Night (21-07),22,BTP136 - Hosur-Tavarkere Road Junction,TWO_WHEELER,NO PARKING,Adugodi
8960145b02bffff_Night_21-07,Night (21-07),22,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram
8960145b50bffff_Morning_Rush_07-10,Morning Rush (07-10),22,BTP048 - Shanthala Junction,CAR_JEEP,WRONG PARKING,Chamarajpet
89618925407ffff_Morning_Rush_07-10,Morning Rush (07-10),22,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
8961892eb87ffff_Morning_Rush_07-10,Morning Rush (07-10),22,No Junction,CAR_JEEP,WRONG PARKING,Pulikeshinagar(F.Town)
8961892ea27ffff_Night_21-07,Night (21-07),22,No Junction,CAR_JEEP,NO PARKING,Banaswadi
8961892cc4fffff_Night_21-07,Night (21-07),22,No Junction,CAR_JEEP,NO PARKING,Hennuru
8961892dd4bffff_Night_21-07,Night (21-07),22,No Junction,TWO_WHEELER,NO PARKING,Hennuru
8960145808bffff_Night_21-07,Night (21-07),22,No Junction,TWO_WHEELER,NO PARKING,Kamakshipalya
8961892dda3ffff_Night_21-07,Night (21-07),22,No Junction,TWO_WHEELER,NO PARKING,Hennuru
8961892edc3ffff_Morning_Rush_07-10,Morning Rush (07-10),22,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
89601459597ffff_Night_21-07,Night (21-07),22,No Junction,CAR_JEEP,WRONG PARKING,Rajajinagar
8960145b32bffff_Morning_Rush_07-10,Morning Rush (07-10),21,BTP023 - Mahalaxmi Layout Entrance,CAR_JEEP,WRONG PARKING,Malleshwaram
8960145b38bffff_Night_21-07,Night (21-07),21,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram
8960145a06fffff_Night_21-07,Night (21-07),21,BTP096 - Gali Anjaneya Temple,AUTO_RICKSHAW,NO PARKING,Byatarayanapura
89618925137ffff_Night_21-07,Night (21-07),21,No Junction,CAR_JEEP,NO PARKING,Adugodi
8961892e007ffff_Night_21-07,Night (21-07),21,No Junction,TWO_WHEELER,NO PARKING,Mahadevapura
89618925a2fffff_Night_21-07,Night (21-07),21,BTP100 - Richmond Circle,CAR_JEEP,NO PARKING,Ashok Nagar
896014598dbffff_Night_21-07,Night (21-07),21,No Junction,TWO_WHEELER,NO PARKING,Chikkabanavara
89601696007ffff_Night_21-07,Night (21-07),21,No Junction,CAR_JEEP,NO PARKING,Yelahanka
89618924e8bffff_Night_21-07,Night (21-07),21,No Junction,CAR_JEEP,NO PARKING,J.P. Nagar
89601451483ffff_Night_21-07,Night (21-07),21,No Junction,CAR_JEEP,WRONG PARKING,Thalagattapura
89618934a6bffff_Evening_Rush_16-21,Evening Rush (16-21),21,No Junction,TWO_WHEELER,WRONG PARKING,Electronic City
8961892ce8bffff_Morning_Rush_07-10,Morning Rush (07-10),21,No Junction,TWO_WHEELER,NO PARKING,Hennuru
8961892cb6bffff_Night_21-07,Night (21-07),21,No Junction,TWO_WHEELER,WRONG PARKING,Kodigehalli
896014586c7ffff_Evening_Rush_16-21,Evening Rush (16-21),21,"BTP206 - Shankara Mutt Circle, Vijayanagar",CAR_JEEP,WRONG PARKING,Vijayanagara
8960145b5d7ffff_Morning_Rush_07-10,Morning Rush (07-10),21,BTP082 - KR Market Junction,TWO_WHEELER,WRONG PARKING,City Market
89618924363ffff_Night_21-07,Night (21-07),21,No Junction,CAR_JEEP,NO PARKING,Mico Layout
89618924a1bffff_Evening_Rush_16-21,Evening Rush (16-21),21,BTP196 - Sarakki Main Road,CAR_JEEP,WRONG PARKING,J.P. Nagar
8960145b103ffff_Evening_Rush_16-21,Evening Rush (16-21),21,BTP061 - Bhashyam Circle,TWO_WHEELER,NO PARKING,Rajajinagar
89618927673ffff_Night_21-07,Night (21-07),21,No Junction,TWO_WHEELER,WRONG PARKING,Whitefield
896189254a3ffff_Morning_Rush_07-10,Morning Rush (07-10),21,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,Bellandur
8961892eb17ffff_Night_21-07,Night (21-07),21,No Junction,CAR_JEEP,WRONG PARKING,Pulikeshinagar(F.Town)
8961892728fffff_Morning_Rush_07-10,Morning Rush (07-10),21,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
8960145a353ffff_Night_21-07,Night (21-07),21,BTP017 - Attiguppe Circle,AUTO_RICKSHAW,WRONG PARKING,Vijayanagara
8961892589bffff_Evening_Rush_16-21,Evening Rush (16-21),21,BTP136 - Hosur-Tavarkere Road Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Mico Layout
8960145b5c3ffff_Morning_Rush_07-10,Morning Rush (07-10),21,BTP044 - Sagar Theatre Junction,TWO_WHEELER,WRONG PARKING,City Market
8960145a22fffff_Evening_Rush_16-21,Evening Rush (16-21),21,"BTP016 - 5th Main Road, RPC Layout",CAR_JEEP,WRONG PARKING,Vijayanagara
896189209abffff_Morning_Rush_07-10,Morning Rush (07-10),21,No Junction,CAR_JEEP,NO PARKING,Bellandur
8961892436bffff_Night_21-07,Night (21-07),21,"BTP163 - 16th Main Road, BTM Layout",TWO_WHEELER,NO PARKING,Mico Layout
896189264cbffff_Night_21-07,Night (21-07),21,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Electronic City
8961892602bffff_Night_21-07,Night (21-07),21,No Junction,TWO_WHEELER,NO PARKING,Electronic City
8960145904fffff_Morning_Rush_07-10,Morning Rush (07-10),21,No Junction,TWO_WHEELER,NO PARKING,Jalahalli
8961892e907ffff_Morning_Rush_07-10,Morning Rush (07-10),21,No Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar
8960145a66bffff_Evening_Rush_16-21,Evening Rush (16-21),21,"BTP089 - Police Quarters, Sultan Road",HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Chamarajpet
8960145a647ffff_Night_21-07,Night (21-07),21,BTP214 - 5th Main Chamrajpet  Junction,TWO_WHEELER,NO PARKING,Basavanagudi
89618925b3bffff_Evening_Rush_16-21,Evening Rush (16-21),21,BTP167 - JC Road Junction,HEAVY_COMMERCIAL,WRONG PARKING,City Market
89618925d97ffff_Morning_Rush_07-10,Morning Rush (07-10),21,BTP130 - GD Mara Junction,TWO_WHEELER,NO PARKING,J.P. Nagar
89618920bcfffff_Evening_Rush_16-21,Evening Rush (16-21),21,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,HAL Old Airport
89618925957ffff_Evening_Rush_16-21,Evening Rush (16-21),21,BTP218 - Syndicate Bank Junction,TWO_WHEELER,WRONG PARKING,Jayanagara
89618925357ffff_Morning_Rush_07-10,Morning Rush (07-10),21,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
89618920bdbffff_Morning_Rush_07-10,Morning Rush (07-10),21,No Junction,TWO_WHEELER,WRONG PARKING,HAL Old Airport
8961892ec0fffff_Night_21-07,Night (21-07),21,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
89618920b73ffff_Morning_Rush_07-10,Morning Rush (07-10),21,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
8961892419bffff_Morning_Rush_07-10,Morning Rush (07-10),20,No Junction,TWO_WHEELER,NO PARKING,Hulimavu
896189259bbffff_Morning_Rush_07-10,Morning Rush (07-10),20,"BTP189 - New Diagonal Road, Jayanagar",CAR_JEEP,NO PARKING,Jayanagara
89601458293ffff_Morning_Rush_07-10,Morning Rush (07-10),20,No Junction,HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Rajajinagar
89618925bd3ffff_Night_21-07,Night (21-07),20,BTP103 - Shanti Nagar TTMC,TWO_WHEELER,WRONG PARKING,Wilson Garden
89618924b77ffff_Morning_Rush_07-10,Morning Rush (07-10),20,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,K.S. Layout
896189209cfffff_Night_21-07,Night (21-07),20,No Junction,TWO_WHEELER,WRONG PARKING,HAL Old Airport
8960145b5cfffff_Evening_Rush_16-21,Evening Rush (16-21),20,BTP043 - Upparpet Junction,CAR_JEEP,WRONG PARKING,Upparpet
896189242b3ffff_Night_21-07,Night (21-07),20,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
8960145b3c7ffff_Night_21-07,Night (21-07),20,No Junction,CAR_JEEP,WRONG PARKING,Malleshwaram
896189242a7ffff_Night_21-07,Night (21-07),20,No Junction,TWO_WHEELER,NO PARKING,Madiwala
896014582d3ffff_Night_21-07,Night (21-07),20,No Junction,CAR_JEEP,NO PARKING,Rajajinagar
89618927227ffff_Night_21-07,Night (21-07),20,No Junction,CAR_JEEP,NO PARKING,Bellandur
896189258bbffff_Night_21-07,Night (21-07),20,BTP126 - Dairy Circle,CAR_JEEP,WRONG PARKING,Wilson Garden
89618925a3bffff_Night_21-07,Night (21-07),20,BTP172 - Nanjappa Circle,CAR_JEEP,NO PARKING,Ashok Nagar
89618926387ffff_Evening_Rush_16-21,Evening Rush (16-21),20,No Junction,HEAVY_COMMERCIAL,NO PARKING,Electronic City
896189359a7ffff_Evening_Rush_16-21,Evening Rush (16-21),20,No Junction,TWO_WHEELER,WRONG PARKING,Electronic City
8961892e683ffff_Morning_Rush_07-10,Morning Rush (07-10),20,No Junction,TWO_WHEELER,WRONG PARKING,Mahadevapura
8961892093bffff_Night_21-07,Night (21-07),20,No Junction,TWO_WHEELER,NO PARKING,HAL Old Airport
8960145865bffff_Morning_Rush_07-10,Morning Rush (07-10),20,No Junction,CAR_JEEP,WRONG PARKING,Rajajinagar
89618925c83ffff_Night_21-07,Night (21-07),20,BTP137 - Madiwala Traffic PS Junction,TWO_WHEELER,NO PARKING,Madiwala
8961892c997ffff_Morning_Rush_07-10,Morning Rush (07-10),20,No Junction,CAR_JEEP,NO PARKING,R.T. Nagar
8960145867bffff_Night_21-07,Night (21-07),20,No Junction,BUS,NO PARKING,Rajajinagar
89618925ddbffff_Morning_Rush_07-10,Morning Rush (07-10),20,"BTP163 - 16th Main Road, BTM Layout",TWO_WHEELER,WRONG PARKING,Mico Layout
896014596d7ffff_Night_21-07,Night (21-07),20,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8961892090fffff_Night_21-07,Night (21-07),20,No Junction,CAR_JEEP,WRONG PARKING,HAL Old Airport
89618934ac7ffff_Night_21-07,Night (21-07),20,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Electronic City
8961892cd33ffff_Morning_Rush_07-10,Morning Rush (07-10),20,No Junction,TWO_WHEELER,NO PARKING,R.T. Nagar
8960145b10bffff_Evening_Rush_16-21,Evening Rush (16-21),20,"BTP204 - ESI Hospital, Rajajinagar",CAR_JEEP,WRONG PARKING,Rajajinagar
8961892dda3ffff_Morning_Rush_07-10,Morning Rush (07-10),20,No Junction,TWO_WHEELER,NO PARKING,Hennuru
8960145a323ffff_Evening_Rush_16-21,Evening Rush (16-21),20,No Junction,CAR_JEEP,NO PARKING,Byatarayanapura
8960145b07bffff_Morning_Rush_07-10,Morning Rush (07-10),20,No Junction,TWO_WHEELER,WRONG PARKING,Malleshwaram
896014595c3ffff_Night_21-07,Night (21-07),20,No Junction,CAR_JEEP,NO PARKING,Yeshwanthpura
89618920ad7ffff_Night_21-07,Night (21-07),20,No Junction,CAR_JEEP,NO PARKING,Whitefield
89618925b53ffff_Night_21-07,Night (21-07),20,"BTP101 - Blood Bank Circle, KH Road",HEAVY_COMMERCIAL,WRONG PARKING,Halasuru Gate
8960145b147ffff_Morning_Rush_07-10,Morning Rush (07-10),20,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",CAR_JEEP,WRONG PARKING,Rajajinagar
89618924acbffff_Morning_Rush_07-10,Morning Rush (07-10),20,"BTP177 - Aurobindo Circle, ORR",CAR_JEEP,WRONG PARKING,J.P. Nagar
89618924043ffff_Morning_Rush_07-10,Morning Rush (07-10),20,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
8960145a29bffff_Evening_Rush_16-21,Evening Rush (16-21),20,BTP092 - Bangalore Builders Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Chamarajpet
8960145b69bffff_Night_21-07,Night (21-07),20,No Junction,CAR_JEEP,NO PARKING,Pulikeshinagar(F.Town)
89601696653ffff_Night_21-07,Night (21-07),20,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Yelahanka
